name,causality,variability,unit,kind_hint,depth
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.W_flow_CDUP_kW,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.m_flow_prim,4,4,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.m_flow_sec,4,4,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_prim_r,4,4,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_prim_r_psig,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_prim_s,4,4,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_prim_s_psig,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_sec_r,4,4,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_sec_r_psig,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_sec_s,4,4,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].summary.p_sec_s_psig,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.T_start,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.U,4,4,J,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.Ub,4,4,W,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.X_start[1],0,1,1,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.energyDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.h_start,4,1,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.m,4,4,kg,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.massDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.mb,4,4,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.p_start,4,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.substanceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.traceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].tee.use_T_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.V_flow,4,4,m3/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.dp_nominal,4,2,Pa,param_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.dp_start,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.k,4,2,kg/(s.Pa),,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.m_flow_nominal,4,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.m_flow_small,0,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.m_flow_start,0,1,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.opening,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.port_a_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.port_b_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.showDesignFlowDirection,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.show_T,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].valveCDU.show_V_flow,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].nFlow_inlet_cabinet.port_1.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_inlet_cabinet.port_1.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_inlet_cabinet.port_1.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_inlet_cabinet.port_n.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_inlet_cabinet.port_n.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_inlet_cabinet.port_n.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_outlet_cabinet.port_1.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_outlet_cabinet.port_1.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_outlet_cabinet.port_1.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_outlet_cabinet.port_n.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_outlet_cabinet.port_n.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].nFlow_outlet_cabinet.port_n.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.geometry.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.geometry.angle,4,0,rad,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.geometry.dheight,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.geometry.height_a,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.geometry.height_b,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.MM,4,0,kg/mol,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.R_s,4,0,J/(kg.K),,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.T_degC,4,4,degC,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.X[1],4,0,kg/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.d,4,4,kg/m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.h,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.p_bar,4,4,bar,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.preferredMediumStates,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.standardOrderComponents,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.medium.u,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.port_a[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.port_a[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.port_a[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.port_b[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.port_b[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cabinet.port_b[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.geometry.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.geometry.angle,4,0,rad,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.geometry.dheight,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.geometry.height_a,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.geometry.height_b,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.MM,4,0,kg/mol,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.R_s,4,0,J/(kg.K),,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.T_degC,4,4,degC,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.X[1],4,0,kg/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.d,4,4,kg/m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.h,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.p_bar,4,4,bar,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.preferredMediumStates,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.standardOrderComponents,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.medium.u,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.port_a[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.port_a[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.port_a[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.port_b[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.port_b[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_inlet_cdu.port_b[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.geometry.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.geometry.angle,4,0,rad,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.geometry.dheight,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.geometry.height_a,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.geometry.height_b,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.MM,4,0,kg/mol,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.R_s,4,0,J/(kg.K),,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.T_degC,4,4,degC,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.X[1],4,0,kg/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.d,4,4,kg/m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.h,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.p_bar,4,4,bar,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.preferredMediumStates,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.standardOrderComponents,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.medium.u,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.port_a[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.port_a[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.port_a[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.port_b[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.port_b[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cabinet.port_b[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.geometry.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.geometry.angle,4,0,rad,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.geometry.dheight,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.geometry.height_a,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.geometry.height_b,4,0,m,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.MM,4,0,kg/mol,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.R_s,4,0,J/(kg.K),,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.T_degC,4,4,degC,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.X[1],4,0,kg/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.d,4,4,kg/m3,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.h,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.p_bar,4,4,bar,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.preferredMediumStates,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.standardOrderComponents,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.medium.u,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.port_a[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.port_a[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.port_a[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.port_b[1].h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.port_b[1].m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].plenum_outlet_cdu.port_b[1].p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.port_a.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.port_a.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.port_a.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.port_b.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.port_b.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.port_b.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.state.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_inlet_cdu.state.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.port_a.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.port_a.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.port_a.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.port_b.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.port_b.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.port_b.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.state.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].resistance_outlet_cdu.state.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].structure.cabinet.n,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].structure.cabinet.n_int,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].structure.cabinet.useParallel,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].structure.cdu.n,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].structure.cdu.n_int,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].structure.cdu.useParallel,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].boundary_1.port.Q_flow,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].boundary_1.port.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].boundary_2.port.Q_flow,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].boundary_2.port.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].boundary_3.port.Q_flow,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].boundary_3.port.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].controls.controlBus.Valve_Stpt1,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].controls.controlBus.Valve_Stpt2,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].controls.controlBus.Valve_Stpt3,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].controls.controlBus.blade1_power,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].controls.controlBus.blade2_power,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].controls.controlBus.blade3_power,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.geometry.V,4,1,m3,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.geometry.angle,4,0,rad,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.geometry.dheight,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.geometry.height_a,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.geometry.height_b,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.heatPort.Q_flow,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.heatPort.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.MM,4,0,kg/mol,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.R_s,4,0,J/(kg.K),,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.T_degC,4,4,degC,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.X[1],4,0,kg/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.d,4,4,kg/m3,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.h,4,4,J/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.p_bar,4,4,bar,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.preferredMediumStates,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.standardOrderComponents,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.medium.u,4,4,J/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.port_a.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.port_a.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.port_a.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.port_b.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.port_b.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_1.port_b.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.geometry.V,4,1,m3,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.geometry.angle,4,0,rad,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.geometry.dheight,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.geometry.height_a,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.geometry.height_b,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.heatPort.Q_flow,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.heatPort.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.MM,4,0,kg/mol,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.R_s,4,0,J/(kg.K),,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.T_degC,4,4,degC,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.X[1],4,0,kg/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.d,4,4,kg/m3,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.h,4,4,J/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.p_bar,4,4,bar,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.preferredMediumStates,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.standardOrderComponents,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.medium.u,4,4,J/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.port_a.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.port_a.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.port_a.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.port_b.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.port_b.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_2.port_b.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.geometry.V,4,1,m3,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.geometry.angle,4,0,rad,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.geometry.dheight,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.geometry.height_a,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.geometry.height_b,4,0,m,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.heatPort.Q_flow,4,4,W,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.heatPort.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.MM,4,0,kg/mol,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.R_s,4,0,J/(kg.K),,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.T_degC,4,4,degC,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.X[1],4,0,kg/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.d,4,4,kg/m3,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.h,4,4,J/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.p_bar,4,4,bar,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.preferredMediumStates,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.standardOrderComponents,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.medium.u,4,4,J/kg,,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.port_a.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.port_a.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.port_a.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.port_b.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.port_b.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].coolingChannels_3.port_b.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].dp_inlet.port_a.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].dp_inlet.port_a.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].dp_inlet.port_a.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].dp_inlet.port_b.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cabinet[1].dp_inlet.port_b.m_flow,4,4,kg/s,signal_like,6
