time,power[1],power[2],power[3],power[4],power[5],OA Wetbulb Temp
1215.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1230.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1245.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1260.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1275.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1290.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1305.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1320.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1335.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1350.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1365.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1380.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1395.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1410.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1425.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1440.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1455.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1470.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1485.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1500.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1515.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1530.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1545.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1560.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1575.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1590.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1605.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1620.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1635.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1650.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1665.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1680.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1695.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1710.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1725.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1740.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1755.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1770.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1785.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1800.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1815.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1830.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1845.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1860.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1875.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1890.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1905.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1920.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1935.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1950.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1965.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1980.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
1995.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
2010.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
2025.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
2040.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
2055.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
2070.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
2085.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
2100.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2115.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2130.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2145.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2160.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2175.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2190.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2205.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2220.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2235.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2250.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2265.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2280.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2295.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2310.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2325.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2340.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2355.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2370.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2385.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2400.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2415.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2430.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2445.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2460.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2475.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2490.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2505.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2520.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2535.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2550.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2565.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2580.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2595.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2610.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2625.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2640.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2655.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2670.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2685.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2700.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2715.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2730.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2745.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2760.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2775.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2790.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2805.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2820.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2835.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2850.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2865.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2880.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2895.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2910.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2925.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2940.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2955.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2970.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
2985.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3000.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3015.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3030.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3045.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3060.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3075.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3090.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3105.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3120.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3135.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3150.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3165.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3180.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3195.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3210.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3225.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3240.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3255.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3270.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3285.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3300.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3315.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3330.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3345.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3360.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3375.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3390.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3405.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3420.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3435.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3450.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3465.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3480.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3495.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3510.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3525.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3540.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3555.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3570.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3585.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3600.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3615.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3630.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3645.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3660.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3675.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3690.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3705.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3720.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3735.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3750.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3765.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3780.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3795.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3810.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3825.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3840.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3855.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3870.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3885.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
3900.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3915.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3930.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3945.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3960.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3975.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
3990.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4005.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4020.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4035.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4050.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4065.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4080.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4095.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4110.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4125.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4140.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4155.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4170.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4185.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4200.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4215.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4230.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4245.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4260.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4275.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4290.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4305.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4320.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4335.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4350.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4365.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4380.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4395.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4410.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4425.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4440.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4455.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4470.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4485.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4500.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4515.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4530.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4545.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4560.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4575.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4590.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4605.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4620.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4635.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4650.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4665.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4680.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4695.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4710.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4725.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4740.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4755.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4770.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4785.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
4800.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4815.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4830.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4845.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4860.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4875.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4890.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4905.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4920.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4935.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4950.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4965.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4980.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
4995.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5010.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5025.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5040.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5055.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5070.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5085.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5100.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5115.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5130.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5145.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5160.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5175.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5190.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5205.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5220.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5235.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5250.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5265.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5280.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5295.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5310.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5325.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5340.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5355.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5370.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5385.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5400.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5415.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5430.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5445.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5460.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5475.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5490.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5505.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5520.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5535.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5550.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5565.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5580.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5595.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5610.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5625.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5640.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5655.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5670.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5685.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5700.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5715.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5730.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5745.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5760.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5775.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5790.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5805.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5820.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5835.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5850.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5865.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5880.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5895.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5910.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5925.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5940.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5955.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5970.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
5985.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6000.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6015.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6030.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6045.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6060.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6075.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6090.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6105.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6120.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6135.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6150.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
